candidato,id,celda,ubicacion,cita,categoria,veredicto,ocurrencias,justificacion,refs
K-877,,celda-en-evaluacion,sut/mobile/tests/support/deposit-fixtures.ts:22,* RN-10): `0x` + 40 hex con checksum EIP-55. Vector oficial de ERC-55.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-878,,celda-en-evaluacion,sut/mobile/tests/support/deposit-fixtures.ts:32,/** Segundo contrato USDC-mock (otro entorno) para AT-11-06-26. Vector oficial de ERC-55. */,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-879,,celda-en-evaluacion,sut/mobile/tests/support/fixtures.ts:17,/** Dirección con checksum EIP-55 válido para `GET /deposit-address` (HU-09-01 RN-10). */,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-880,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:21,import { isValidEip55Address } from '../src/onchain/address';,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-881,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:69,// Dirección de depósito con checksum EIP-55 y QR EIP-681 de ETH (AT-11-06-01).,,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-882,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:71,expect(isValidEip55Address(address)).toBe(true);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-883,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:72,expect(screen.getByTestId('qrcode').props.value).toBe(`ethereum:${address}@11155111`);,,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-884,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:73,expect(screen.getByTestId('deposit-network')).toHaveTextContent(/Sepolia \(chainId 11155111\)/u);,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-885,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:81,expect(isValidEip55Address(tokenAddress)).toBe(true);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-886,,celda-en-evaluacion,sut/mobile/tests-e2e/deposit-e2e.test.tsx:83,"`ethereum:${tokenAddress}@11155111/transfer?address=${address}`,",,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-887,,celda-en-evaluacion,sut/web/src/api/errors.ts:46,"'CHAIN_ID_MISMATCH',",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-888,,celda-en-evaluacion,sut/web/src/routes/LoginPage.tsx:192,"<p className=""muted"">Exchange ETH/USDC · Sepolia</p>",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-889,,celda-en-evaluacion,trazas/backend.txt:10,Now I'll delegate the on-chain crypto core (BIP-39/32/44 + EIP-55) to a subagent while I build the rest.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-890,,celda-en-evaluacion,trazas/backend.txt:26,**`/repo/backend/src/wallet/crypto/wordlist.ts`**,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-891,,celda-en-evaluacion,trazas/backend.txt:27,"- `ENGLISH_WORDLIST: readonly string[]` (2048 palabras vendorizadas), `WORDLIST_SIZE = 2048`, `WORDLIST_INDEX: ReadonlyMap<string, number>`.",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-892,,celda-en-evaluacion,trazas/backend.txt:28,"- Obtenido de `@scure/bip39` instalado **fuera del repo** (`/tmp`), ya eliminado: no hay dependencia en `package.json` ni en runtime. SHA-256 verificado = `2f5eed53…24dbda`.",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-893,,celda-en-evaluacion,trazas/backend.txt:33,**`/repo/backend/src/wallet/crypto/bip39.ts`**,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-894,,celda-en-evaluacion,trazas/backend.txt:34,"- `generateMnemonic(entropyBits = 256): string`, `entropyToMnemonic(entropy: Uint8Array): string`, `validateMnemonic(m): { ok: true } | { ok: false; reason: 'LENGTH'|'WORDLIST'|'CHECKSUM' }`, `mnemonicToSeed(m, passph…",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-895,,celda-en-evaluacion,trazas/backend.txt:36,**`/repo/backend/src/wallet/crypto/bip32.ts`**,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-896,,celda-en-evaluacion,trazas/backend.txt:37,"- `interface HdNode`, `masterKeyFromSeed(seed): HdNode`, `ckdPriv(node, index): HdNode`, `derivePath(seed, path): HdNode`, `parsePath(path): number[]`, `publicKeyUncompressed(pk): Uint8Array` (65 B), `publicKeyXY(pk):…",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-897,,celda-en-evaluacion,trazas/backend.txt:40,"- `toChecksumAddress(address): string`, `isValidAddressFormat(address): boolean`, `isValidChecksumAddress(address): boolean`, `publicKeyToAddress(publicKeyXY): string`, `ADDRESS_BYTES`.",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-898,,celda-en-evaluacion,trazas/backend.txt:42,**`/repo/backend/src/wallet/crypto/derivation.ts`**,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-899,,celda-en-evaluacion,trazas/backend.txt:43,"- `ETHEREUM_BASE_PATH`, `COIN_TYPE = 60`, `CHAIN_ID = 11155111`, `MAX_ADDRESS_INDEX = 2147483647`, `interface DerivedAccount`, `derivationPathFor(i): string`, `assertAddressIndexInRange(i): void`, `deriveAccountAt(see…",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-900,,celda-en-evaluacion,trazas/backend.txt:56,"1. **Política vs. algoritmo BIP-39**: `validateMnemonic` implementa la política del proyecto (24 palabras exactas, orden LENGTH→WORDLIST→CHECKSUM); `mnemonicToSeed` es el algoritmo BIP-39 puro e independiente, por lo …",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-901,,celda-en-evaluacion,trazas/backend.txt:57,"2. **Stub de AT-06-02-08**: el harness distingue la rama *normal* de CKDpriv de la *hardened* por el primer byte del `data` (`0x00` en hardened, `0x02/0x03` en normal — ambos miden 37 bytes) y por los últimos 4 bytes …",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-902,,celda-en-evaluacion,trazas/backend.txt:58,3. **Errores tipados**: `bip32.ts` no depende del catálogo de la app; señaliza con `InvalidChildKeyError` / `InvalidMasterKeyError` (Error nativos). La traducción al catálogo ocurre en `derivation.ts` (`validationErro…,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-903,,celda-en-evaluacion,trazas/backend.txt:60,"5. `toChecksumAddress` lanza `validationError([{ field: 'address', … }])` ante formato inválido — es un helper interno, no vi motivo para usar `INVALID_ADDRESS` (que la spec reserva a validación de retiros, épica 08).",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-904,,celda-en-evaluacion,trazas/backend.txt:64,"`isValidChecksumAddress` implementa la comparación canónica `address === toChecksumAddress(address)`. Para el caso degenerado de una dirección sin dígitos `a-f`, lowercase y checksum coinciden por definición de EIP-55…",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-905,,celda-en-evaluacion,trazas/backend.txt:80,"Backend is up and verified end-to-end (register → login → deposit-address, against the Sepolia node at chainId 11155111). The two acceptance-test agents (épica 01 and épica 06) are still running; I'll integrate and fi…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-906,,celda-en-evaluacion,trazas/backend.txt:106,"- **Qué exige la spec.** HU-06-01 RN-6: «Al **descifrar**, el sistema verifica el tag: si el tag no coincide (corrupción, restauración incorrecta) **o la credencial es ausente/incorrecta**, el descifrado **falla** y e…",,CORRECTO,1,"§2: uso trivial o correcto del término de dominio (identificador, código de error, columna, import o mención) sin afirmación falsa identificable sobre un estándar. No aplica C1–C6.",
K-907,,celda-en-evaluacion,trazas/backend.txt:112,**No se encontraron otros desvíos.** Verifiqué punto por punto y todo lo demás cumple: cifrado AES-256-GCM `nonce||ciphertext||tag` con el mnemonic nunca en claro en el blob; rechazo de mnemonics con checksum/longitud…,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-908,,celda-en-evaluacion,trazas/backend.txt:120,- **AT-06-01-02 / AT-06-01-03** (known-answer BIP-39 y determinismo de PBKDF2): fuera de mi alcance por instrucción; ya cubiertos en `/repo/backend/tests/wallet-crypto.test.ts`.,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-909,,celda-en-evaluacion,trazas/backend.txt:121,"- **Toda HU-06-02**: cubierta por el otro agente en `wallet-crypto.test.ts`; reutilicé sus funciones (`deriveAccountAt`, `derivationPathFor`, `derivePrivateKeyAt`, `mnemonicToSeed`, `isValidChecksumAddress`) como refe…",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-910,,celda-en-evaluacion,trazas/backend.txt:195,"**Épica 06 completa**: BIP-39, BIP-32, BIP-44 y EIP-55 **implementados en el repo** contra el texto normativo (consultado vía la herramienta de estándares) y verificados con los known-answer tests de la spec; seed úni…",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-911,,celda-en-evaluacion,trazas/backend.txt:197,"**Épica 09 acotada**: los tres endpoints del contrato, autenticación Bearer con precedencia sobre el esquema, envelope uniforme con el catálogo completo, 404/405 y rate limiting por cuenta. Health-check en `GET /healt…",,CORRECTO,1,"JSON-RPC: `eth_chainId` existe y retorna quantity hex; `eth_getBalance(address, block)` existe (corpus/documentos/ethereum-json-rpc.md, §eth_chainId y §eth_getBalance; Conventions Hex value encoding). No hay método inventado.",
K-912,,celda-en-evaluacion,trazas/backend.txt:232,Todo lo que sigue está respaldado por respuestas HTTP reales contra `http://127.0.0.1:3102` (DB limpia en `/tmp/rev09/`). El checksum EIP-55 lo recomputé yo con Keccak-256 (validado antes contra el vector conocido `ke…,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-913,,celda-en-evaluacion,trazas/backend.txt:236,"- **AT-06-04-01 / AT-09-01-10**: `?asset=ETH` → `200 {""asset"":""ETH"",""address"":""0x1a9E31089964717a38096Dc76298705d6552826c"",""network"":""sepolia"",""chainId"":""11155111"",""derivationPath"":""m/44'/60'/0'/0/0""}` — `chainId` es …",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-914,,celda-en-evaluacion,trazas/backend.txt:237,- **Checksum EIP-55**: recomputé el checksum de las **25** direcciones emitidas (vía `/internal/deposit-addresses`) y del `tokenAddress`: 0 discrepancias; todas matchean `^0x[0-9a-fA-F]{40}$`.,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-915,,celda-en-evaluacion,trazas/backend.txt:238,"- **AT-06-04-02 / AT-06-03-04**: `?asset=USDC` devuelve **la misma** `address` que ETH, con `asset:""USDC""`, `chainId:""11155111""` y `tokenAddress:""0x1c7D4B196Cb0C7B01d743Fbc6116a902379C7238""` (checksum válido).",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-916,,celda-en-evaluacion,trazas/backend.txt:239,"- **No hay fuga de secretos**: ninguna respuesta (deposit-address, register, login, health, internal) contiene `mnemonic`/`seed`/`privateKey`/`xprv`/`secret`.",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-917,,celda-en-evaluacion,trazas/backend.txt:242,"- **AT-06-04-06**: `?asset=ETH&chainId=1` → `422 CHAIN_ID_MISMATCH` con `details:{""expected"":""11155111"",""got"":""1""}` (ambos **strings**). `?asset=ETH&network=mainnet` → mismo código con `got:""mainnet""`. `?asset=ETH&cha…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-918,,celda-en-evaluacion,trazas/backend.txt:243,"- **Precedencia RN-9**: `?asset=BTC&chainId=1` → `422 VALIDATION_ERROR` (esquema gana sobre red). `?asset=ETH&chainId=1&network=sepolia` → `CHAIN_ID_MISMATCH got:""1""`.",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-919,,celda-en-evaluacion,trazas/backend.txt:248,"- **AT-06-03-09 (eager)**: la dirección existe en `/internal/deposit-addresses` inmediatamente tras el `register`, sin consulta previa, con `accountId, addressIndex, address, derivationPath, network:""sepolia"", chainId…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-920,,celda-en-evaluacion,trazas/backend.txt:249,- **AT-06-04-08 / RN-7**: 10 consultas alternando ETH/USDC → 1 sola dirección y 1 solo `derivationPath`; el índice no cambia.,,CORRECTO,1,"Keccak-256 / secp256k1 usados como en HU-06-02 RN-4 (dirección = últimos 20 B de Keccak-256(X‖Y)) y BIP-32 (corpus/documentos/bip-0032.mediawiki, curva secp256k1; corpus/documentos/erc-55.md usa Keccak-256). Sin fórmula atribuida de más al estándar. §2.6.",
K-921,,celda-en-evaluacion,trazas/backend.txt:258,"- **Envelope y catálogo**: todas las respuestas de error observadas tienen exactamente `{error:{code,message,details?}}`, un solo `code` por respuesta. Códigos observados: `UNAUTHENTICATED`(401), `VALIDATION_ERROR`(42…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-922,,celda-en-evaluacion,trazas/backend.txt:259,"- **Content-Type**: `application/json; charset=utf-8` en 200 y en todos los errores. `GET /health` → `200` con `{""status"":""ok"",…,""chain"":{""network"":""sepolia"",""chainId"":""11155111"",…}}`.",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-923,,celda-en-evaluacion,trazas/backend.txt:264,### D1 (importante) — Un `chainId`/`network` repetido evade por completo la validación de red,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-924,,celda-en-evaluacion,trazas/backend.txt:265,"`?asset=ETH&chainId=1` → `422 CHAIN_ID_MISMATCH` (bien), pero:",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-925,,celda-en-evaluacion,trazas/backend.txt:268,GET /api/v1/deposit-address?asset=ETH&chainId=1&chainId=1   (Bearer válido),,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-926,,celda-en-evaluacion,trazas/backend.txt:269,"→ 200 {""asset"":""ETH"",""address"":""0x79Aa615c3BF29FD8A024CB8bAc4AA17eBb603621"",""network"":""sepolia"",""chainId"":""11155111"",""derivationPath"":""m/44'/60'/0'/0/1""}",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-927,,celda-en-evaluacion,trazas/backend.txt:274,GET /api/v1/deposit-address?asset=ETH&chainId=1&chainId=11155111   → 200,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-928,,celda-en-evaluacion,trazas/backend.txt:275,GET /api/v1/deposit-address?asset=ETH&chainId=11155111&chainId=1   → 200,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-929,,celda-en-evaluacion,trazas/backend.txt:278,"**Qué está mal**: la solicitud *sí* especifica un `chainId`/red distinto de 11155111 y el servidor responde 200 en lugar de `CHAIN_ID_MISMATCH` (422). Viola **HU-06-04 RN-4** (""Si… la consulta especificara una red o `…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-930,,celda-en-evaluacion,trazas/backend.txt:279,"**Causa**: `/repo/backend/src/http/app.ts:255` y `:260` guardan con `typeof rawChainId === 'string'` / `typeof rawNetwork === 'string'`; con el parámetro repetido Fastify entrega un **array**, la guarda no aplica y la…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-931,,celda-en-evaluacion,trazas/backend.txt:300,"{""items"":[{""accountId"":""64088428-…"",""addressIndex"":0,""address"":""0x1a9E…826c"",""derivationPath"":""m/44'/60'/0'/0/0"",""network"":""sepolia"",""chainId"":""11155111"",""createdAt"":""…""}, … 25 items …]}",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-932,,celda-en-evaluacion,trazas/backend.txt:302,"**HU-06-03 RN-11** describe esta consulta como **""no pública""** (consumo interno de la épica 07). Aquí está servida en el mismo puerto/host que la API pública, **sin ningún control de acceso**, y entrega `accountId + …",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-933,,celda-en-evaluacion,trazas/backend.txt:310,### D7 (menor) — `chainId=` / `network=` vacíos se tratan como ausentes → 200,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
